Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000003f615430      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af.manifest
0x000000003f616bc0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\linkinfo.dll
0x000000003f616f20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f617660      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Videos
0x000000003f6178f0      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Recorded TV
0x000000003f617b40      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Recorded TV
0x000000003f617dd0      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures
0x000000003f617f20      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures
0x000000003f618070      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Videos
0x000000003f618310      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Videos
0x000000003f618560      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Videos
0x000000003f6187f0      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Pictures
0x000000003f618a40      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Pictures
0x000000003f618cd0      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Music
0x000000003f618f20      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Music
0x000000003f619860     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\beep.sys
0x000000003f61df20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\wfplwf.sys
0x000000003f61e570      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\videoprt.sys
0x000000003f6218f0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\watchdog.sys
0x000000003f621b30      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPCDD.sys
0x000000003f622f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPENCDD.sys
0x000000003f623500      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tdi.sys
0x000000003f6238c0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\afd.sys
0x000000003f623b50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tdx.sys
0x000000003f625540      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\RDPREFMP.sys
0x000000003f626050      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\npfs.sys
0x000000003f627f20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\msfs.sys
0x000000003f637310      2      1 RW-r-- \Device\HarddiskVolume2\Users\SmartNet\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003f637460     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ega80woa.fon
0x000000003f637710     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\vgaoem.fon
0x000000003f63abd0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msctf.dll
0x000000003f63b050      3      0 RW-rwd \Device\HarddiskVolume2\Windows\rescache\rc0004\Segment2.cmf
0x000000003f63b310      9      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpSvc.dll
0x000000003f63be90      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003f63c1c0     18      1 RW---- \Device\HarddiskVolume2\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-1.C7483456-A289-439d-8115-601632D005A0
0x000000003f63c530      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Default Programs.lnk
0x000000003f63cc80      2      1 ------ \Device\Afd\Endpoint
0x000000003f63cf20      3      1 ------ \Device\Afd\Endpoint
0x000000003f63d990     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\spp\plugin-manifests-signed\sppwinob-spp-plugin-manifest-signed.xrm-ms
0x000000003f63ddd0      1      1 ------ \Device\Afd\Endpoint
0x000000003f63e390      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Desktop
0x000000003f63f9e0      2      1 RW-r-- \Device\HarddiskVolume2\Users\SmartNet\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000003f63fce0      8      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpClient.dll
0x000000003f642070      4      0 R--r-- \Device\HarddiskVolume2\Windows\System32\sppwinob.dll
0x000000003f6424d0     33      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Support\MPLog-07132009-221054.log
0x000000003f6426e0     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MsMpLics.dll
0x000000003f6429c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\sppwinob.dll
0x000000003f643050      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\pacer.sys
0x000000003f644dd0     22      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\termdd.sys
0x000000003f647340      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\netbios.sys
0x000000003f649b70     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\CmBatt.sys
0x000000003f64a050      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\agilevpn.sys
0x000000003f64b2e0      3      0 RW-rwd \Device\HarddiskVolume2\$MftMirr
0x000000003f64bdc0     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dumpfve.sys
0x000000003f650cc0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\netbt.sys
0x000000003f653890     28      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\VBoxSF.sys
0x000000003f656320     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rdbss.sys
0x000000003f669b30      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\wanarp.sys
0x000000003f66b330      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\nsiproxy.sys
0x000000003f66d3a0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\discache.sys
0x000000003f66d500     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mssmbios.sys
0x000000003f674d30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\csc.sys
0x000000003f67aa00      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\blbdrive.sys
0x000000003f67ad50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dfsc.sys
0x000000003f683520      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\desktop.ini
0x000000003f683670      2      0 R--rwd \Device\HarddiskVolume2\Users\desktop.ini
0x000000003f683b70      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003f685070      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Music\desktop.ini
0x000000003f685b30      2      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms
0x000000003f686070      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Videos\desktop.ini
0x000000003f6864e0      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Libraries\RecordedTV.library-ms
0x000000003f686a00      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures\desktop.ini
0x000000003f686f20      2      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\Pictures.library-ms
0x000000003f687f20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\networkexplorer.dll
0x000000003f688070      3      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries
0x000000003f688900      6      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasdlta.vdm
0x000000003f688ba0      3      1 R--rwd \Device\HarddiskVolume2\Users\Public\Libraries
0x000000003f68a130     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MsMpLics.dll
0x000000003f68a380     12      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasbase.vdm
0x000000003f68c050      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tunnel.sys
0x000000003f68c550     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\ndiscap.PNF
0x000000003f68c6a0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\esent.dll
0x000000003f68ca10     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\searchfolder.dll.mui
0x000000003f68d7c0     16      0 RW---- \Device\HarddiskVolume2\Windows\bootstat.dat
0x000000003f68e310      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\smss.exe
0x000000003f68e790     12      0 R--r-- \Device\HarddiskVolume2\Windows\System32\apisetschema.dll
0x000000003f68fb60     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\kbdclass.sys
0x000000003f691070      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\loadperf.dll
0x000000003f691280     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msasn1.dll
0x000000003f693940      1      1 R--rw- \Device\HarddiskVolume2\Windows
0x000000003f694550      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\i8042prt.sys
0x000000003f699070      1      1 ------ \Device\NamedPipe\ProtectedPrefix
0x000000003f699740      1      1 ------ \Device\Mailslot\ProtectedPrefix\NetWorkService
0x000000003f699890      1      1 ------ \Device\NamedPipe\ProtectedPrefix\NetWorkService
0x000000003f6999e0      1      1 ------ \Device\Mailslot\ProtectedPrefix\LocalService
0x000000003f699b30      1      1 ------ \Device\NamedPipe\ProtectedPrefix\LocalService
0x000000003f699c80      1      1 ------ \Device\Mailslot\ProtectedPrefix\Administrators
0x000000003f699dd0      1      1 ------ \Device\NamedPipe\ProtectedPrefix\Administrators
0x000000003f699f20      1      1 ------ \Device\Mailslot\ProtectedPrefix
0x000000003f69b220     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\E1G6032E.sys
0x000000003f69bf20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\autochk.exe
0x000000003f69e450     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0x000000003f69e5f0     20      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\VBoxMouse.sys
0x000000003f69e770      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD
0x000000003f69ebd0      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD.LOG
0x000000003f6a3c10     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\VBoxVideo.sys
0x000000003f6a4e20      2      1 RW-r-- \Device\clfsTxfLog
0x000000003f6a5f20      4      0 RW-rwd \Device\HarddiskVolume1\$MftMirr
0x000000003f6a6b80     13      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000003f6a71c0     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mouclass.sys
0x000000003f6a7cb0     26      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000003f6ad050      4      0 RW-rwd \Device\HarddiskVolume1\$BitMap
0x000000003f6ad5b0     18      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000003f6af730      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000003f6b1d30      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003f6b4340     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0x000000003f6b46f0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003f6c68f0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003f6c6a40     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f6c6b80      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SOFTWARE
0x000000003f6c6df0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\hdaudbus.sys
0x000000003f6c6f20      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f6c7070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\basesrv.dll
0x000000003f6c75e0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003f6c9610      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\CompositeBus.sys
0x000000003f6ca430      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\intelppm.sys
0x000000003f6cc590      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000003f6cca00      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000003f6cd050      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f6cd460      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f6ce1e0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE
0x000000003f6cea60      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003f6cef20      2      1 RW-rw- \Device\clfsKtmLog
0x000000003f6cfa20      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM
0x000000003f6d0400      1      0 R--rwd \Device\HarddiskVolume2\Windows\System32\VBoxControl.exe
0x000000003f6d0850     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000003f6d9400     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x000000003f6db3f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f6dbbc0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator
0x000000003f6dbdf0      2      1 ------ \Device\Afd\Endpoint
0x000000003f6dbf20     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\drivers\ksecpkg.sys
0x000000003f6dc0e0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f6dd460      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG2
0x000000003f6dd8e0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG1
0x000000003f6ddcc0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\user32.dll
0x000000003f6de510      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rassstp.sys
0x000000003f6dec20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imagehlp.dll
0x000000003f6df780     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ks.sys
0x000000003f6e0380      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SYSTEM
0x000000003f6e0bd0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG2
0x000000003f6e0d00      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\usbport.sys
0x000000003f6e17c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f6e3490      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Pictures\desktop.ini
0x000000003f6e3640      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG1
0x000000003f6e3a70     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shlwapi.dll
0x000000003f6e4560      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000003f6e4a10     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\usbohci.sys
0x000000003f6e5210     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usp10.dll
0x000000003f6e5340      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndistapi.sys
0x000000003f6e5d50     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shell32.dll
0x000000003f6e6540     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\clbcatq.dll
0x000000003f6e7f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msvcrt.dll
0x000000003f6e8a10      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\be669c13-8165-4536-96d0-6d6c39292aae
0x000000003f6e93d0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\raspptp.sys
0x000000003f6ea800      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rdpbus.sys
0x000000003f6ec680      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\advapi32.dll
0x000000003f6ecd50     31      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\swenum.sys
0x000000003f6edd50     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wininet.dll
0x000000003f6ef490     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\kernel32.dll
0x000000003f6eff20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\comdlg32.dll
0x000000003f6f0620     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imm32.dll
0x000000003f6f0f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Wldap32.dll
0x000000003f6f4a20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\comctl32.dll
0x000000003f6f6a20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wintrust.dll
0x000000003f6f9a20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\KernelBase.dll
0x000000003f6f9f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\usbhub.sys
0x000000003f6fc520     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\comctl32.dll
0x000000003f6fc870     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\portcls.sys
0x000000003f6fea20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\drmk.sys
0x000000003f6fef20     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cfgmgr32.dll
0x000000003f6fff20     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\comdlg32.dll
0x000000003f701990     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\difxapi.dll
0x000000003f701f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ole32.dll
0x000000003f7022d0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f7026f0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f702b80      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f705750      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003f706070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\spp\plugin-manifests-signed\sppobjs-spp-plugin-manifest-signed.xrm-ms
0x000000003f706a40      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ExplorerFrame.dll
0x000000003f706b90      3      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\wmpnetwk.exe
0x000000003f706d60     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x000000003f707770      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f719c30      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\raspppoe.sys
0x000000003f7224c0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\normaliz.dll
0x000000003f724350      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\WdiContextLog.etl.003
0x000000003f725ac0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\umbus.sys
0x000000003f725e30     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\urlmon.dll
