#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa8033538460    364              0x3e0           0x1fffff Thread           TID 1332 PID 861112328
0xfffff8a0013d6f80    364              0x3e4            0xf0007 Section          
0xfffffa80335509e0    364              0x3e8           0x1fffff Thread           TID 1332 PID 861212040
0xfffff8a00bff7ba0    364              0x3ec            0xf0007 Section          
0xfffffa80320a6060    364              0x3f0           0x1fffff Thread           TID 772 PID 839541768
0xfffffa80335548d0    364              0x3f4           0x1fffff Thread           TID 1332 PID 861228152
0xfffffa8033577960    364              0x3f8           0x1fffff Thread           TID 1160 PID 861371656
0xfffffa8033584b50    364              0x3fc           0x1fffff Thread           TID 1332 PID 861425400
0xfffffa8032802060    364              0x404           0x1fffff Thread           TID 1332 PID 847258632
0xfffffa8032802b50    364              0x408           0x1fffff Thread           TID 1332 PID 847261432
0xfffffa803357c5f0    364              0x40c           0x1fffff Process          svchost.exe(1444)
0xfffffa8032802640    364              0x410           0x1fffff Thread           TID 1444 PID 847260136
0xfffffa803357cb50    364              0x414           0x1fffff Thread           TID 1332 PID 861392632
0xfffffa803357d9e0    364              0x418           0x1f0001 ALPC Port        
0xfffffa803358a060    364              0x41c           0x1fffff Thread           TID 1160 PID 861447176
0xfffffa8032700060    364              0x424           0x1fffff Thread           TID 1576 PID 846201864
0xfffffa8033184e60    364              0x428           0x1f0001 ALPC Port        
0xfffffa80336a6b50    364              0x42c           0x1fffff Thread           TID 112 PID 862613240
0xfffffa803339b060    364              0x430           0x1fffff Thread           TID 3440 PID 859419656
0xfffffa8032090a50    364              0x434           0x1fffff Thread           TID 536 PID 839454200
0xfffff8a003e15d80    364              0x438            0xf0007 Section          
0xfffffa8033593770    364              0x43c           0x1fffff Thread           TID 112 PID 861485848
0xfffff8a0014a0610    364              0x440            0xf0007 Section          
0xfffffa80335b3720    364              0x448           0x1fffff Thread           TID 1332 PID 861616840
0xfffffa80335d7060    364              0x44c           0x1fffff Thread           TID 936 PID 861762568
0xfffffa80335e99f0    364              0x450           0x1fffff Thread           TID 1160 PID 861838744
0xfffffa80335e7720    364              0x454           0x1fffff Process          VGAuthService.(1520)
0xfffffa80335dfb50    364              0x458           0x1fffff Thread           TID 1520 PID 861798136
0xfffffa80335e7060    364              0x45c           0x1fffff Thread           TID 112 PID 861828104
0xfffffa8033630060    364              0x460           0x1fffff Thread           TID 1520 PID 862127112
0xfffffa803141cb50    364              0x464           0x1fffff Thread           TID 360 PID 826396408
0xfffff8a00154e700    364              0x468            0xf0007 Section          
0xfffff8a001551190    364              0x470            0xf0007 Section          
0xfffffa80335787f0    364              0x478           0x1f0001 ALPC Port        
0xfffffa80335f4b50    364              0x47c           0x1fffff Thread           TID 936 PID 861884152
0xfffffa803210a060    364              0x480           0x1fffff Thread           TID 3440 PID 839951368
0xfffff8a0014718e0    364              0x484            0xf0007 Section          
0xfffffa803364a060    364              0x488           0x1fffff Process          vmtoolsd.exe(1576)
0xfffff8a001466c80    364              0x48c            0xf0007 Section          
0xfffff8a0015ca5c0    364              0x490            0xf0007 Section          
0xfffffa803364ab50    364              0x494           0x1fffff Thread           TID 1520 PID 862236408
0xfffffa803364a640    364              0x498           0x1fffff Thread           TID 1576 PID 862235112
0xfffffa8033630650    364              0x49c           0x1f0001 ALPC Port        
0xfffffa803117eb00    364              0x4a0           0x1fffff Thread           TID 1160 PID 823652008
0xfffff8a001589a60    364              0x4a4            0xf0007 Section          
0xfffff8a0014ee7a0    364              0x4a8            0xf0007 Section          
0xfffff8a0014cbcb0    364              0x4ac            0xf0007 Section          
0xfffff8a0015a52a0    364              0x4b0            0xf0007 Section          
0xfffff8a0015fc8b0    364              0x4b4            0xf0007 Section          
0xfffff8a0014eb140    364              0x4b8            0xf0007 Section          
0xfffffa8031116830    364              0x4bc           0x1fffff Thread           TID 2580 PID 823225304
0xfffff8a001112cd0    364              0x4c0            0xf0007 Section          
0xfffffa80326a17c0    364              0x4c4           0x1fffff Thread           TID 936 PID 845814632
0xfffffa80310f3640    364              0x4c8           0x1fffff Thread           TID 2580 PID 823081448
0xfffffa80324d6380    364              0x4cc           0x1fffff Thread           TID 4056 PID 843933480
0xfffffa80327005b0    364              0x4d0           0x1fffff Thread           TID 112 PID 846203224
0xfffffa80335edb00    364              0x4d4           0x1fffff Process          wlms.exe(1636)
0xfffffa80335ed560    364              0x4d8           0x1fffff Thread           TID 1636 PID 861853960
0xfffffa80335ec630    364              0x4dc           0x1f0001 ALPC Port        
0xfffffa80324e1940    364              0x4e0           0x101801 Process          audiodg.exe(1728)
0xfffffa8033686640    364              0x4e4           0x1fffff Thread           TID 1636 PID 862480872
0xfffff8a001295c50    364              0x4e8            0xf0007 Section          
0xfffffa80336a5a50    364              0x4ec           0x1fffff Thread           TID 1444 PID 862608888
0xfffffa80326fa060    364              0x4f0           0x1fffff Thread           TID 980 PID 846177288
0xfffffa80326a9330    364              0x4f4           0x1fffff Thread           TID 1444 PID 845846232
0xfffff8a00c11eec0    364              0x4f8            0xf0007 Section          
0xfffff8a001454890    364              0x4fc            0xf0007 Section          
0xfffff8a000ce5e50    364              0x500            0xf0007 Section          
0xfffff8a0014ea5c0    364              0x504            0xf0007 Section          
0xfffffa80336a2b50    364              0x508           0x1fffff Thread           TID 1444 PID 862596856
0xfffffa80336ac600    364              0x50c           0x1fffff Thread           TID 1444 PID 862636456
0xfffffa80336a4060    364              0x510           0x1fffff Thread           TID 1444 PID 862602248
0xfffffa80336a4b50    364              0x514           0x1fffff Thread           TID 1444 PID 862605048
0xfffffa80336a4640    364              0x518           0x1fffff Thread           TID 1444 PID 862603752
0xfffffa8032459060    364              0x51c           0x1fffff Thread           TID 4056 PID 843420680
0xfffffa80337f2370    364              0x520           0x1f0001 ALPC Port        
0xfffffa8033463b50    364              0x524           0x1fffff Thread           TID 472 PID 860241656
0xfffffa80310ecb50    364              0x528           0x1fffff Thread           TID 2580 PID 823054072
0xfffffa80336bfb50    364              0x52c           0x1fffff Thread           TID 112 PID 862715640
0xfffff8a005a7b720    364              0x530            0xf0007 Section          
0xfffffa80310f5520    364              0x534           0x1fffff Thread           TID 2580 PID 823089352
0xfffff8a001f5c400    364              0x538            0xf0007 Section          
0xfffffa8031040b50    364              0x53c           0x1fffff Thread           TID 112 PID 822349560
0xfffffa80332f9710    364              0x540           0x1fffff Thread           TID 112 PID 858757816
0xfffffa8031441b50    364              0x548           0x100c02 Thread           TID 1728 PID 826547960
0xfffffa803100c7c0    364              0x54c           0x1fffff Thread           TID 112 PID 822135656
0xfffffa8033608060    364              0x550           0x1fffff Thread           TID 2108 PID 861963272
0xfffffa8031444640    364              0x554           0x1fffff Thread           TID 980 PID 826558952
0xfffffa80332b9b50    364              0x558           0x1fffff Thread           TID 3440 PID 858496760
0xfffffa80317df6d0    364              0x55c           0x1fffff Thread           TID 1080 PID 830339704
0xfffffa8033746060    364              0x560           0x1fffff Thread           TID 980 PID 863265800
0xfffffa8033a65690    364              0x564           0x1fffff Thread           TID 360 PID 866540088
0xfffff8a002ab09a0    364              0x56c            0xf0007 Section          
0xfffffa80310f3b50    364              0x570           0x1fffff Thread           TID 2580 PID 823082744
0xfffffa80316b2b50    364              0x574           0x1fffff Thread           TID 2216 PID 829107960
0xfffffa8031124060    364              0x578           0x1fffff Thread           TID 112 PID 823280648
0xfffffa80338f8b50    364              0x580           0x1fffff Thread           TID 1636 PID 865046264
0xfffffa803140eb50    364              0x584           0x1fffff Thread           TID 544 PID 826339064
0xfffffa80334d4b50    364              0x588           0x1fffff Thread           TID 536 PID 860704504
0xfffff8a005719830    364              0x58c            0xf0007 Section          
0xfffffa803108c470    364              0x590           0x1fffff Thread           TID 2580 PID 822659096
0xfffffa803170d060    364              0x594           0x1fffff Thread           TID 112 PID 829477896
0xfffffa8032114070    364              0x598           0x1f0001 ALPC Port        
0xfffffa8032391b50    364              0x5a0           0x1fffff Thread           TID 1304 PID 842604280
0xfffffa803209a350    364              0x5a4           0x1fffff Thread           TID 980 PID 839493368
0xfffffa80321791f0    364              0x5a8           0x1fffff Thread           TID 3440 PID 840406424
0xfffffa80310d25e0    364              0x5ac           0x1f0001 ALPC Port        
0xfffffa8031444b50    364              0x5b0           0x1fffff Thread           TID 2108 PID 826560248
0xfffff8a002a31db0    364              0x5b4            0xf0007 Section          
0xfffffa8033735060    364              0x5cc           0x1fffff Process          sppsvc.exe(1952)
0xfffffa8033678240    364              0x5d0           0x1fffff Thread           TID 1952 PID 862422504
0xfffffa8033683a50    364              0x5d4           0x1f0001 ALPC Port        
0xfffffa8033746b50    364              0x5d8           0x1fffff Thread           TID 980 PID 863268600
0xfffffa80310bb5a0    364              0x5dc           0x1fffff Thread           TID 360 PID 822851912
0xfffff8a0012ce290    364              0x5e0            0xf0007 Section          
0xfffffa803377f6b0    364              0x5e4           0x1fffff Thread           TID 112 PID 863500888
0xfffffa80326f2b50    364              0x5e8           0x1fffff Thread           TID 112 PID 846147320
0xfffffa8033767b50    364              0x5f0           0x1fffff Thread           TID 980 PID 863403768
0xfffffa8033775970    364              0x5f4           0x1fffff Thread           TID 1332 PID 863460632
0xfffffa8033775060    364              0x5fc           0x1fffff Thread           TID 1160 PID 863458312
0xfffffa8033781a00    364              0x600           0x1fffff Thread           TID 1080 PID 862409016
0xfffffa803362c060    364              0x608           0x1fffff Process          svchost.exe(2032)
0xfffffa8033599b50    364              0x60c           0x1fffff Thread           TID 860 PID 861511416
0xfffffa8033769060    364              0x610           0x1fffff Thread           TID 2032 PID 863409160
0xfffff8a0002c8920    364              0x614            0xf0007 Section          
